paper:19127292	paper:17363749
paper:18297259	paper:14569279
paper:1361492	paper:1869820
paper:3135758	paper:6791286
paper:18716048	paper:15795694
paper:12747810	paper:8181239
paper:16186411	paper:9758619
paper:17483299	paper:12039919
paper:7519242	paper:1901765
paper:16631535	paper:14511127
paper:11703365	paper:9543187
paper:18045485	paper:16519819
paper:18430197	paper:16828235
paper:19087327	paper:15239916
paper:18776136	paper:15294969
paper:1833011	paper:2668076
paper:12502742	paper:8104271
paper:18591387	paper:17786204
paper:18183363	paper:8026286
paper:18468463	paper:14623908
paper:18029451	paper:16642022
paper:14534224	paper:10857938
paper:3772281	paper:2996865
paper:9844045	paper:7962558
paper:2223305	paper:2702899
paper:17363740	paper:17135629
paper:19956109	paper:17130574
paper:8551245	paper:3159965
paper:17307546	paper:15324518
paper:17761996	paper:16621118
paper:14983031	paper:11978634
paper:7561695	paper:1973671
paper:19245711	paper:18819705
paper:18561513	paper:17022853
paper:7860767	paper:886299
paper:18559660	paper:12472787
paper:18664617	paper:15557158
paper:15720714	paper:12118252
paper:17448130	paper:10333956
paper:18791800	paper:16802132
paper:18552604	paper:16542127
paper:15841215	paper:7589883
paper:16606993	paper:15645957
paper:8636416	paper:2015976
paper:14616779	paper:11907130
paper:18583384	paper:11272160
paper:11943852	paper:10470079
paper:17444424	paper:12652352
paper:17997807	paper:16715577
paper:19436665	paper:12439788
paper:16702986	paper:9519753
paper:1606724	paper:2522407
paper:16192669	paper:12387303
paper:1932936	paper:3996167
paper:9489533	paper:9000706
paper:12851856	paper:11978663
paper:3156147	paper:7000593
paper:18489577	paper:15386817
paper:15056761	paper:11756325
paper:15905321	paper:9501961
paper:8675688	paper:2670643
paper:15960852	paper:9742976
paper:18044107	paper:9509289
paper:18927125	paper:15734872
paper:10983198	paper:9020271
paper:2708528	paper:6870806
paper:9769338	paper:7648798
paper:2144023	paper:2607255
paper:19364331	paper:17148754
paper:18842784	paper:15694706
paper:7506712	paper:1453584
paper:17662617	paper:8862687
paper:1929614	paper:2024124
paper:9764597	paper:8343967
paper:3934670	paper:6759206
paper:15735182	paper:10531848
paper:3339124	paper:3717907
paper:18335280	paper:16997664
paper:16741581	paper:1551485
paper:10793009	paper:7813802
paper:10793009	paper:2227105
paper:17003293	paper:3899554
paper:18292987	paper:8495808
paper:7812610	paper:3086574
paper:19340895	paper:11832527
paper:17444424	paper:14581245
paper:15024687	paper:9988276
paper:17088564	paper:15870028
paper:18641056	paper:11202214
paper:17620445	paper:7131549
paper:14534224	paper:9655991
paper:17306374	paper:12242459
paper:8894169	paper:1884094
paper:1393277	paper:2669529
paper:8823307	paper:2006522
paper:7937925	paper:1901765
paper:19052261	paper:3056758
paper:8719804	paper:2850927
paper:12067306	paper:9836516
paper:7573053	paper:7858104
paper:19715561	paper:12826018
paper:10862796	paper:3596080
paper:18559659	paper:16116193
paper:18655717	paper:17909099
paper:17583177	paper:11565517
paper:11711563	paper:8342509
paper:17403121	paper:11192132
paper:16215165	paper:11393573
paper:18005036	paper:11509644
paper:9707599	paper:7612220
paper:19337535	paper:17638715
paper:6409078	paper:217447
paper:11032784	paper:8782826
paper:8064245	paper:2661283
paper:17090674	paper:2060728
paper:1999488	paper:3403714
paper:14527045	paper:7924777
paper:8787686	paper:8721777
paper:16051927	paper:2707222
paper:7430401	paper:348540
paper:2004172	paper:3792661
paper:17313427	paper:12771805
paper:19516902	paper:17463249
paper:7558161	paper:8157281
paper:19397795	paper:11679449
paper:19956109	paper:19956097
paper:12836867	paper:7587918
paper:18598350	paper:10973253
paper:18497687	paper:16306940
paper:7506712	paper:3596063
paper:9218505	paper:1634622
paper:8637860	paper:7528672
paper:16339897	paper:15889096
paper:17448130	paper:1322866
paper:1991829	paper:3816968
paper:16030147	paper:12925730
paper:1398757	paper:2533758
paper:17722663	paper:16344294
paper:1831491	paper:3904771
paper:18664617	paper:16403820
paper:16669999	paper:15451919
paper:7860747	paper:8096268
paper:17644085	paper:11161631
paper:18559877	paper:15711567
paper:18477807	paper:16700888
paper:17997364	paper:9212382
paper:12815107	paper:7907110
paper:18596543	paper:8835917
paper:14724187	paper:7657022
paper:17969380	paper:15889234
paper:15258025	paper:8631628
paper:14702111	paper:1972180
paper:2662183	paper:3275657
paper:14551916	paper:2040394
paper:8950668	paper:7439541
paper:18317720	paper:12031962
paper:16030147	paper:10226887
paper:9421470	paper:8270133
paper:12361980	paper:8093606
paper:18806806	paper:12234790
paper:19568428	paper:17909084
paper:18809623	paper:15616238
paper:12560454	paper:10078544
paper:19898645	paper:12453909
paper:10336573	paper:8941470
paper:9350817	paper:7490992
paper:10903125	paper:6360671
paper:3513719	paper:6765224
paper:9727063	paper:8183282
paper:18923682	paper:12546277
paper:15473902	paper:1864484
paper:8401950	paper:2512591
paper:18330949	paper:2076799
paper:15868776	paper:10904453
paper:19096518	paper:17463248
paper:16186411	paper:10051618
paper:19036853	paper:14761780
paper:18375412	paper:9015687
paper:19459761	paper:8960830
paper:18596953	paper:10938048
paper:19143817	paper:16186404
paper:19017751	paper:16936213
paper:16999863	paper:15249351
paper:17585110	paper:9658139
paper:10447755	paper:7988484
paper:9227196	paper:2223701
paper:8090784	paper:1439783
paper:8869192	paper:3522325
paper:12531877	paper:11460579
paper:17644085	paper:11110769
paper:1304577	paper:1531718
paper:18957505	paper:15655721
paper:2504376	paper:3122980
paper:2224265	paper:6337335
paper:17002798	paper:2374275
paper:18606979	paper:10480770
paper:7834210	paper:3157432
paper:18450419	paper:9054945
paper:9727063	paper:2145188
paper:19364331	paper:17151298
paper:2507727	paper:2847947
paper:9448482	paper:8262315
paper:8486775	paper:1370298
paper:19479186	paper:17093944
paper:8775937	paper:1547917
paper:3519679	paper:6365945
paper:3933437	paper:1269850
paper:17306374	paper:16091500
paper:18373134	paper:12610033
paper:18561508	paper:16759305
paper:18729180	paper:15855573
paper:18303203	paper:10591689
paper:1672065	paper:3904771
paper:9770521	paper:8666141
paper:18620046	paper:10052637
paper:8401939	paper:2580153
paper:17213274	paper:16415884
paper:8401950	paper:2477293
paper:12819312	paper:10454950
paper:11042154	paper:9409324
paper:18200811	paper:16368057
paper:11507694	paper:8072542
paper:18437009	paper:12424102
paper:19046222	paper:10585620
paper:16280647	paper:14755342
paper:18272826	paper:7708068
paper:18801851	paper:16084803
paper:7847389	paper:8344340
paper:17001619	paper:12114044
paper:7635953	paper:2068089
paper:18502305	paper:18029454
paper:12010774	paper:9676728
paper:19104407	paper:10911004
paper:19001190	paper:10382585
paper:12163565	paper:7718510
paper:15955236	paper:1995281
paper:19795399	paper:12606533
paper:18442208	paper:12296450
paper:11563971	paper:10616837
paper:18648539	paper:16752183
paper:17983440	paper:10512358
paper:18981127	paper:7836934
paper:14691046	paper:8067409
paper:3308958	paper:6384267
paper:17245370	paper:16565165
paper:11005876	paper:6451172
paper:12564271	paper:1954451
paper:11790818	paper:3896897
paper:18664617	paper:10605017
paper:17415316	paper:3292322
paper:16966600	paper:3057885
paper:10337011	paper:2523954
paper:18556337	paper:16226440
paper:19088850	paper:17463248
paper:18502305	paper:15325833
paper:18829388	paper:12949259
paper:8894169	paper:6414860
paper:17476010	paper:10333910
paper:10952644	paper:10097935
paper:10521293	paper:9817917
paper:18628565	paper:16005097
paper:18288891	paper:14617753
paper:18089694	paper:16857402
paper:11285306	paper:10878389
paper:17468352	paper:8886564
paper:18413195	paper:15536109
paper:16773565	paper:12832613
paper:9294791	paper:8019217
paper:9767450	paper:9064326
paper:18984738	paper:11714835
paper:12383202	paper:3275717
paper:7902572	paper:2882518
paper:7046648	paper:7472113
paper:18567820	paper:3899825
paper:2405400	paper:3128459
paper:7944528	paper:6814171
paper:9362527	paper:1827081
paper:7812610	paper:2329593
paper:18720542	paper:18322959
paper:18468463	paper:15889095
paper:18729180	paper:17003293
paper:19011169	paper:9115575
paper:11748258	paper:11175852
paper:9916130	paper:7653541
paper:17942684	paper:1729686
paper:3578273	paper:6955075
paper:17982684	paper:17456844
paper:8376593	paper:1907249
paper:19688040	paper:17703236
paper:15331022	paper:8529124
paper:9528888	paper:2136821
paper:8529129	paper:1556180
paper:18420663	paper:16709308
paper:6762211	paper:154402
paper:9042926	paper:3311855
paper:19220522	paper:15036828
paper:18349126	paper:11533711
paper:18292465	paper:16144950
paper:8012723	paper:2790373
paper:18182453	paper:2573554
paper:8351904	paper:6386581
paper:18628530	paper:17387446
paper:17764549	paper:11289485
paper:3177389	paper:3766715
paper:7994912	paper:2981751
paper:18450419	paper:17143333
paper:16259490	paper:8726208
paper:10938049	paper:8960845
paper:1860008	paper:3792697
paper:14651370	paper:3181642
paper:3349231	paper:6416913
paper:18511765	paper:11382654
paper:19340895	paper:14687828
paper:15545992	paper:10491414
paper:9710443	paper:2870077
paper:9466985	paper:8425496
paper:9732338	paper:8968014
paper:8083355	paper:8432857
paper:9053453	paper:8232539
paper:9006003	paper:8490117
paper:16988007	paper:1478368
paper:7582450	paper:6698366
paper:18493227	paper:9492121
paper:19151107	paper:18160753
paper:8446602	paper:3003909
paper:19017766	paper:10895843
paper:15467837	paper:10637268
paper:17207966	paper:15557150
paper:9664081	paper:8945471
paper:17476010	paper:8425671
paper:10620608	paper:3275717
paper:18492786	paper:10449528
paper:19106241	paper:10332663
paper:7615824	paper:1551497
paper:19775465	paper:9589237
paper:18486765	paper:8621011
paper:19509199	paper:10805824
paper:18070658	paper:10523461
paper:3111583	paper:7286501
paper:9223318	paper:7981758
paper:9334358	paper:9094710
paper:18006584	paper:11942578
paper:8976172	paper:8529129
paper:18426840	paper:15616232
paper:14616779	paper:11978632
paper:3107658	paper:2952412
paper:6339122	paper:388619
paper:9664082	paper:1559407
paper:8326015	paper:2210119
paper:18796521	paper:15461902
paper:19183314	paper:16249537
paper:18975035	paper:9283802
paper:19956106	paper:19143813
paper:8570667	paper:3309126
paper:18450419	paper:17676041
paper:19742300	paper:16650382
paper:16489972	paper:12671113
paper:18430778	paper:3510922
paper:17544042	paper:12829654
paper:17307546	paper:3523245
paper:8669957	paper:2731460
paper:18560002	paper:3252874
paper:18025464	paper:16123337
paper:9788970	paper:8401590
paper:18768675	paper:9727907
paper:16229747	paper:10491414
paper:18636668	paper:18192113
paper:10860185	paper:9075814
paper:16740268	paper:15181030
paper:18366806	paper:17293876
paper:15210953	paper:7868970
paper:10468619	paper:10499190
paper:18854049	paper:15855308
paper:16385653	paper:7556981
paper:16236123	paper:9041325
paper:18728230	paper:2656344
paper:18487452	paper:12076083
paper:2852514	paper:6100938
paper:17969381	paper:15855571
paper:18684786	paper:11724420
paper:12383202	paper:3003909
paper:19956109	paper:7773291
paper:6362204	paper:989537
paper:18005036	paper:7694152
paper:19017769	paper:16371630
paper:2629641	paper:6790687
paper:17521324	paper:12037148
paper:18654634	paper:10193189
paper:19036853	paper:10588232
paper:19664187	paper:15924147
paper:9151794	paper:1556176
paper:8408615	paper:6346102
paper:3548709	paper:6500187
paper:18753291	paper:10698958
paper:18694484	paper:15504997
paper:11943868	paper:1707531
paper:17697384	paper:10691155
paper:2471192	paper:3528867
paper:18566337	paper:17645979
paper:7882567	paper:6452065
paper:18835930	paper:8278351
paper:19236617	paper:11033586
paper:17580591	paper:7989475
paper:8807066	paper:1478362
paper:18450419	paper:8447318
paper:17428851	paper:17103489
paper:18803760	paper:10907120
paper:9758619	paper:8640221
paper:18716002	paper:15771578
paper:10862796	paper:1516509
paper:19132099	paper:11829314
paper:19056994	paper:16210432
paper:19103772	paper:10969828
paper:16879245	paper:9562346
paper:6323532	paper:7173197
paper:18694484	paper:12663593
paper:1763025	paper:2848560
paper:10903125	paper:8989136
paper:19017777	paper:16123473
paper:8012721	paper:2547480
paper:15667574	paper:11309160
paper:8094734	paper:1971173
paper:9625758	paper:9263013
paper:10403914	paper:2137423
paper:15201238	paper:12444312
paper:18660851	paper:11295831
paper:18559413	paper:15883237
paper:11018080	paper:9758619
paper:19900993	paper:15671920
paper:18523145	paper:11687636
paper:18796059	paper:12771694
paper:17956579	paper:15699499
paper:18048763	paper:14514628
paper:18782870	paper:17668382
paper:18599530	paper:17145742
paper:10491414	paper:9715377
paper:19368716	paper:16530128
paper:16585050	paper:15096336
paper:9739059	paper:8314024
paper:15890071	paper:12110552
paper:16631535	paper:12606527
paper:7561695	paper:1675432
paper:9294105	paper:8878425
paper:18835930	paper:12502499
paper:17459076	paper:10911004
paper:8401939	paper:7413723
paper:18384771	paper:8247074
paper:10207172	paper:9362527
paper:17597523	paper:16914071
paper:18655717	paper:17476472
paper:12832613	paper:12031981
paper:18628565	paper:16443884
paper:19568428	paper:16219011
paper:17286757	paper:9357409
paper:12414951	paper:9645988
paper:7785258	paper:1462980
paper:6385729	paper:6823559
paper:12598392	paper:11236041
paper:10359576	paper:9043946
paper:12796471	paper:10430937
paper:15082736	paper:8862949
paper:7835939	paper:2307094
paper:18205937	paper:2776586
paper:12547767	paper:10372973
paper:18625033	paper:8792828
paper:7711537	paper:2137749
paper:8254023	paper:6380308
paper:15852039	paper:1587998
paper:18931037	paper:17416797
paper:18292467	paper:15509590
paper:18996116	paper:3557871
paper:7706455	paper:8423232
paper:4056046	paper:6761194
paper:19105915	paper:9096967
paper:16259490	paper:12832300
paper:19267711	paper:15562376
paper:16192669	paper:12884303
paper:10516670	paper:9217885
paper:3722409	paper:7009418
paper:16491102	paper:10064101
paper:18552604	paper:14569279
paper:16825278	paper:8366922
paper:16344294	paper:8432415
paper:15066886	paper:2249069
paper:16284649	paper:12031981
paper:19435491	paper:11023153
paper:17476010	paper:12502506
paper:10433489	paper:3816968
paper:18544706	paper:15220201
paper:15192149	paper:12049723
paper:18443195	paper:15386666
paper:19475776	paper:8781766
paper:11546824	paper:9105782
paper:19171813	paper:16855180
paper:18836152	paper:17065677
paper:18790839	paper:3734097
paper:19127292	paper:9054233
paper:15286800	paper:12716746
paper:12974752	paper:11067957
paper:15059244	paper:8612445
paper:9770521	paper:7819154
paper:19273250	paper:17167471
paper:15793255	paper:11832527
paper:19297312	paper:18290861
paper:8443479	paper:3553949
paper:16075062	paper:3186714
paper:14534224	paper:8366922
paper:2477102	paper:970129
paper:18670622	paper:10923631
paper:18215172	paper:16249538
paper:19055834	paper:16415884
paper:8570667	paper:2197139
paper:9100223	paper:7813597
paper:18311190	paper:9501567
paper:19475778	paper:18854748
paper:11005876	paper:1725217
paper:8851514	paper:1682948
paper:19590589	paper:10230643
paper:17461531	paper:11437862
paper:17879305	paper:17227322
paper:19143814	paper:17610416
paper:6334991	paper:759244
paper:8339176	paper:1580240
paper:18776148	paper:18292987
paper:9435304	paper:3878809
paper:19143821	paper:17130525
paper:16782722	paper:9396904
paper:15537844	paper:2384191
paper:10490521	paper:3291561
paper:7558135	paper:2068098
paper:11488769	paper:9773726
paper:10696112	paper:9626139
paper:12930356	paper:2190098
paper:16385653	paper:7747724
paper:10637268	paper:9780157
paper:18801851	paper:7960690
paper:17580731	paper:15839187
paper:18060033	paper:15448087
paper:9528889	paper:7532143
paper:18486765	paper:15037989
paper:9114036	paper:2965652
paper:11049955	paper:2952713
paper:18981116	paper:10450508
paper:18678618	paper:11017071
paper:19654863	paper:15531508
paper:11511562	paper:3799578
paper:6608923	paper:1255316
paper:18053255	paper:7743761
paper:18060022	paper:10795741
paper:19489075	paper:7880321
paper:3080143	paper:6457859
paper:17349010	paper:8826981
paper:11226324	paper:8048501
paper:17324464	paper:9498651
paper:18443762	paper:12675659
paper:2397610	paper:3275717
paper:17519305	paper:12145246
paper:15381770	paper:11238556
paper:19587243	paper:6643479
paper:3496416	paper:6220066
paper:18768036	paper:12610040
paper:18647954	paper:17293876
paper:16025115	paper:7830796
paper:2661589	paper:3894418
paper:8775937	paper:2210078
paper:18706099	paper:16936216
paper:7567975	paper:3309680
paper:17237940	paper:16873777
paper:16951059	paper:10090898
paper:8432857	paper:2189891
paper:9399945	paper:3945267
paper:19073651	paper:16214598
paper:18779868	paper:12404197
paper:12361980	paper:1972779
paper:12815107	paper:10470079
paper:7492167	paper:2537896
paper:16768546	paper:14678953
paper:9218523	paper:8419148
paper:16451732	paper:3054905
paper:15520861	paper:9662368
paper:14980984	paper:10442450
paper:8637860	paper:8262314
paper:17876371	paper:11393500
paper:19956103	paper:16905645
paper:11032783	paper:9710438
paper:11854325	paper:9133560
paper:18078853	paper:15769987
paper:18769499	paper:9243101
paper:18294380	paper:10895844
paper:18782870	paper:9133559
paper:18587560	paper:14960743
paper:8408615	paper:2060453
paper:18827867	paper:17145742
paper:16753056	paper:11916957
paper:1833011	paper:2563840
paper:1979939	paper:2891459
paper:19060128	paper:12841358
paper:17474976	paper:2289639
paper:18984741	paper:11016460
paper:18622276	paper:10580413
paper:18093291	paper:3057885
paper:1676562	paper:3417056
paper:19074809	paper:12436207
paper:18650372	paper:12766125
paper:17173720	paper:9787722
paper:8976172	paper:3525284
paper:9053453	paper:7860730
paper:8080048	paper:2187469
paper:8415742	paper:2661244
paper:19527576	paper:15158110
paper:18776148	paper:10977027
paper:2547480	paper:2464683
paper:19449020	paper:9537152
paper:17997807	paper:17199716
paper:16776894	paper:3320598
paper:18762382	paper:15128619
paper:17949947	paper:10330296
paper:16939660	paper:16078018
paper:17671651	paper:16855264
paper:9202063	paper:7556948
paper:6312455	paper:348539
paper:19956098	paper:15660293
paper:1831491	paper:2966437
paper:19364331	paper:16186261
paper:10221937	paper:2065863
paper:8315397	paper:1909135
paper:10330425	paper:2521836
paper:17884968	paper:11380812
paper:18577688	paper:4581053
paper:18605991	paper:10430816
paper:17766054	paper:9357799
paper:19890425	paper:15161773
paper:15596856	paper:11334441
paper:18836152	paper:11311100
paper:143916	paper:1099993
paper:12747810	paper:3290917
paper:18437009	paper:15242486
paper:16847277	paper:15996876
paper:3124829	paper:3106832
paper:19364331	paper:16082528
paper:9649179	paper:8720612
paper:15931309	paper:11790216
paper:17327460	paper:11440372
paper:8823297	paper:7988484
paper:18498634	paper:17827402
paper:18619518	paper:12449521
paper:10725270	paper:8719940
paper:19111066	paper:17425920
paper:16488949	paper:15619073
paper:15039230	paper:12765971
paper:17476355	paper:12540637
paper:16436680	paper:8628397
paper:7966113	paper:3936738
paper:11581301	paper:10622252
paper:18795103	paper:15671192
paper:12591951	paper:1612199
paper:11742441	paper:1668799
paper:17535961	paper:9345282
paper:17967455	paper:6414860
paper:8040269	paper:1541672
paper:15184499	paper:11722631
paper:17320100	paper:2816730
paper:9421470	paper:1568529
paper:19033410	paper:17499541
paper:16258158	paper:11507694
paper:16847277	paper:9662408
paper:15201503	paper:9032105
paper:14551916	paper:10973253
paper:6470179	paper:7173495
paper:12975475	paper:3003909
paper:2658981	paper:3914160
paper:17584843	paper:12502486
paper:18175751	paper:12730403
paper:16573308	paper:11832527
paper:18809622	paper:12610033
paper:18495965	paper:2643218
paper:3707182	paper:6734380
paper:16403721	paper:10332671
paper:3113569	paper:3493184
paper:16753056	paper:16466435
paper:17327457	paper:16936214
paper:17969380	paper:10755495
paper:8401951	paper:6347785
paper:11909787	paper:10332682
paper:6593734	paper:204534
paper:12974752	paper:12727928
paper:11035773	paper:10795741
paper:19366776	paper:9732337
paper:18078018	paper:15258553
paper:18725615	paper:17992700
paper:2109604	paper:3046930
paper:18436707	paper:15504982
paper:17600118	paper:11854325
paper:16186282	paper:11832527
paper:8078905	paper:3035556
paper:8459217	paper:1827815
paper:8200983	paper:2181284
paper:18324929	paper:14715850
paper:18288891	paper:14988246
paper:10212083	paper:2215594
paper:19046214	paper:17392722
paper:12788993	paper:10334318
paper:15647716	paper:7860750
paper:19436665	paper:15983299
paper:16177159	paper:7899179
paper:18820210	paper:10923631
paper:19436648	paper:11897280
paper:11457885	paper:10545530
paper:8735622	paper:8147960
paper:1904287	paper:3944961
paper:18219764	paper:1592880
paper:18640486	paper:8793803
paper:18729180	paper:12949284
paper:10848492	paper:2666213
paper:8617870	paper:2354749
paper:18560002	paper:1547681
paper:17877832	paper:11333990
paper:8611873	paper:2495077
paper:11943868	paper:11376336
paper:10938050	paper:2707518
paper:19366776	paper:17874530
paper:6385729	paper:388619
paper:1504744	paper:2528491
paper:17428252	paper:16116193
paper:10501653	paper:8781770
paper:8016086	paper:1846269
paper:19052261	paper:14646372
paper:15655244	paper:10097897
paper:17483299	paper:16306354
paper:9647636	paper:8446602
paper:17697384	paper:12086760
paper:15610328	paper:12444897
paper:18430778	paper:2064484
paper:9006003	paper:7241881
paper:17544042	paper:16027506
paper:19956096	paper:18305142
paper:18190608	paper:12671124
paper:19064853	paper:16371630
paper:17416796	paper:14685093
paper:19143818	paper:3057885
paper:482181	paper:931428
paper:15905321	paper:11307393
paper:17286868	paper:15683093
paper:15647715	paper:10333946
paper:19179216	paper:9392499
paper:18060033	paper:8641276
paper:7016116	paper:744142
paper:7835939	paper:2313091
paper:17034640	paper:16230722
paper:18776148	paper:9259273
paper:10189543	paper:9096977
paper:15969768	paper:11510141
paper:15492571	paper:2200154
paper:16236379	paper:11874936
paper:18426840	paper:10333943
paper:17267595	paper:9058834
paper:9518707	paper:7859895
paper:8647954	paper:7729302
paper:19490620	paper:10447526
paper:16215165	paper:1836318
paper:8149657	paper:2649293
paper:7545875	paper:1598576
paper:2923463	paper:6341530
paper:18957123	paper:8077886
paper:12525697	paper:10470079
paper:10378067	paper:1591793
paper:16644802	paper:12765945
paper:15932520	paper:9357409
paper:6210472	paper:6966986
paper:3904728	paper:7042879
paper:18579418	paper:15919808
paper:10501653	paper:2370888
paper:18552604	paper:16542623
paper:2144301	paper:6487539
paper:2173763	paper:3531381
paper:18832292	paper:9589242
paper:15308778	paper:9836516
paper:19368707	paper:17327436
paper:1570315	paper:2794065
paper:10430939	paper:7710714
paper:19236617	paper:14988254
paper:18078520	paper:12219181
paper:19065993	paper:17130196
paper:18406405	paper:9133555
paper:18679554	paper:17343775
paper:16966600	paper:15784469
paper:11133712	paper:1715829
paper:2004172	paper:6680484
paper:17763913	paper:9314637
paper:16928713	paper:11867347
paper:16274479	paper:15126006
paper:1565635	paper:3102301
paper:1810603	paper:1884094
paper:6305199	paper:823065
paper:9691098	paper:2708528
paper:15633292	paper:9930925
paper:16232222	paper:9583742
paper:19060127	paper:15972948
paper:18664617	paper:17563069
paper:8471028	paper:1463468
paper:18650368	paper:17151862
paper:9771255	paper:1863105
paper:15030523	paper:10753043
paper:18183363	paper:7587844
paper:8201013	paper:1333551
paper:17906687	paper:16613757
paper:15343384	paper:11423488
paper:9421467	paper:8666914
paper:1972180	paper:3343348
paper:9254659	paper:8551245
paper:19114173	paper:3378684
paper:18498660	paper:17470138
paper:18728231	paper:15561969
paper:14691046	paper:2580153
paper:17908332	paper:11947970
paper:10620608	paper:8227346
paper:15655244	paper:11063281
paper:11959796	paper:11220354
paper:12714407	paper:2417914
paper:19436665	paper:15735185
paper:17210729	paper:12540604
paper:17591957	paper:15504959
paper:17955068	paper:15677776
paper:17333105	paper:14592956
paper:16628253	paper:15889095
paper:17319471	paper:11683545
paper:19436648	paper:15277417
paper:8675652	paper:7821730
paper:7944528	paper:1579407
paper:17894830	paper:11832527
paper:18566338	paper:16087305
paper:19340895	paper:15654780
paper:6594040	paper:7024028
paper:18779868	paper:9430539
paper:14694146	paper:12540618
paper:18212763	paper:9308961
paper:1638761	paper:2882518
paper:9094680	paper:2173763
paper:8617870	paper:3894418
paper:10053014	paper:8224807
paper:18439284	paper:14698999
paper:3788976	paper:6586708
paper:18204830	paper:17358100
paper:18776148	paper:2318983
paper:3462303	paper:6814007
paper:10449528	paper:9620677
paper:7785258	paper:1662579
paper:2365820	paper:7002684
paper:1467844	paper:6354792
paper:17584842	paper:1647314
paper:7646474	paper:1848407
paper:18493734	paper:16763167
paper:2300572	paper:3186714
paper:15184501	paper:12520519
paper:19397050	paper:15677789
paper:18486765	paper:12121673
paper:7668902	paper:8098449
paper:19040615	paper:16205882
paper:18215172	paper:17130197
paper:8775937	paper:219345
paper:1902501	paper:2163026
paper:16855264	paper:15842505
paper:11935714	paper:4075942
paper:17326327	paper:15843914
paper:8570667	paper:1707531
paper:8401951	paper:2439402
paper:16879245	paper:9606176
paper:12777446	paper:10441042
paper:8257420	paper:2010050
paper:19065993	paper:17277036
paper:10207172	paper:8093606
paper:18728231	paper:15047632
paper:11027337	paper:7609750
paper:10692053	paper:9836516
paper:2010535	paper:6432610
paper:18694484	paper:15386666
paper:17403121	paper:15161782
paper:11303130	paper:9532210
paper:18272638	paper:11194219
paper:17722663	paper:16371630
paper:17349009	paper:12791317
paper:6573128	paper:6951830
paper:19046214	paper:3905463
paper:16566827	paper:16390389
paper:18511765	paper:11556298
paper:14551916	paper:11673414
paper:3355527	paper:6223804
paper:18694971	paper:11522696
paper:19065993	paper:9792533
paper:8499853	paper:6738599
paper:18337172	paper:11290776
paper:9892615	paper:8757600
paper:8529129	paper:1769442
paper:18796620	paper:11051283
paper:1370298	paper:6253833
paper:18923682	paper:15531378
paper:18070989	paper:16895879
paper:17503332	paper:16936218
paper:11106373	paper:8543793
paper:9314555	paper:8906855
paper:18337172	paper:16177088
paper:18835930	paper:10580413
paper:19691832	paper:15194408
paper:19653885	paper:11786102
paper:9742505	paper:9334358
paper:18078023	paper:16305056
paper:17955068	paper:16398567
paper:18241357	paper:15532720
paper:1678597	paper:6223804
paper:8944854	paper:2589303
paper:9427742	paper:7761837
paper:16173921	paper:10899756
paper:18093291	paper:16911623
paper:19054720	paper:6662852
paper:18528402	paper:3311777
paper:15890071	paper:9794859
paper:18443196	paper:17623821
paper:12456547	paper:8811520
paper:19597170	paper:11485108
paper:17594390	paper:12196473
paper:19291814	paper:19060555
paper:8349802	paper:4069009
paper:19956096	paper:16273109
paper:18091993	paper:1531509
paper:3496416	paper:6978807
paper:10190896	paper:9133540
paper:3290380	paper:3525284
paper:9421470	paper:3054433
paper:19030205	paper:15109939
paper:2221011	paper:3904771
paper:19064853	paper:7826293
paper:19364331	paper:11565518
paper:19143818	paper:17130525
paper:2790373	paper:6139381
paper:8555801	paper:3113569
paper:12717005	paper:10950818
paper:7819935	paper:2522370
paper:17693571	paper:9790166
paper:18782902	paper:16371630
paper:2451477	paper:3933437
paper:15286800	paper:9059185
paper:7034532	paper:1248673
paper:16968892	paper:7241881
paper:19337558	paper:9049487
paper:10859350	paper:3862110
paper:1469083	paper:2853680
paper:10490522	paper:2863632
paper:18802479	paper:1385478
paper:10502544	paper:9645988
paper:19133114	paper:11092292
paper:20011163	paper:18830750
paper:2344352	paper:2643336
paper:12727928	paper:8971078
paper:16443884	paper:8526459
paper:18931037	paper:17206141
paper:18200800	paper:16214255
paper:10393700	paper:3159965
paper:17188609	paper:11272162
paper:19389826	paper:17463249
paper:18083536	paper:15855576
paper:18048763	paper:9032096
paper:17991291	paper:10585621
paper:11781358	paper:9498651
paper:17327457	paper:15562008
paper:18678611	paper:17098084
paper:18633105	paper:11845226
paper:1657263	paper:3746663
paper:16229747	paper:11272211
paper:15841215	paper:10580614
paper:15611284	paper:11489950
paper:1570315	paper:2295787
paper:12967942	paper:6344096
paper:3883362	paper:640299
paper:18825272	paper:3328723
paper:11032784	paper:8721777
paper:19956094	paper:16186404
paper:18776148	paper:17678725
paper:16155283	paper:14871914
paper:18689692	paper:16311599
paper:19287497	paper:12416662
paper:17148634	paper:9732337
paper:9042932	paper:1733800
paper:17728404	paper:17463249
paper:12814458	paper:9143783
paper:17178005	paper:16389162
paper:17376804	paper:12209150
paper:14570951	paper:7826293
paper:12836867	paper:9834756
paper:17714581	paper:12647268
paper:8461648	paper:1991568
paper:1884094	paper:2907547
paper:8612203	paper:8150225
paper:19697080	paper:9169130
paper:8350054	paper:2576007
paper:18073312	paper:1401068
paper:18669809	paper:16644626
paper:17319470	paper:16371630
paper:19364331	paper:11597991
paper:7677463	paper:1348845
paper:10433489	paper:9194692
paper:8339176	paper:3195568
